run_name,t_wall,t_get_total_energy,t_update_plane,t_inject_energy,glups
final_O1_rep01,203.295162,0.790824,202.504166,0.000140,0.617271
final_O3_rep01,145.828733,0.799064,145.029530,0.000107,0.861893
